comment_block_text,label
// TODO Auto-generated catch block,0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
    /* (non-Javadoc),0
		/* (non-Javadoc),0
		/* (non-Javadoc),0
		/* (non-Javadoc),0
		/* (non-Javadoc),0
		/* (non-Javadoc),0
		/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
				// TODO Auto-generated method stub,0
				// TODO Auto-generated method stub,0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
     * (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
    /* (non-Javadoc),0
    /* (non-Javadoc),0
(non-Javadoc),0
	/* (non-Javadoc),0
	 * (non-Javadoc),0
	 * (non-Javadoc),0
	 * (non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
(non-Javadoc),0
        // TODO Auto-generated method stub,0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
(non-Javadoc),0
        // TODO Auto-generated method stub,0
		// TODO Auto-generated method stub,0
		// TODO Auto-generated method stub,0
		// TODO Auto-generated method stub,0
		// TODO Auto-generated method stub,0
		// TODO Auto-generated method stub,0
(non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
		// TODO Auto-generated method stub,0
		// TODO Auto-generated method stub,0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
                // TODO Auto-generated catch block,0
                // TODO Auto-generated catch block,0
                // TODO Auto-generated catch block,0
        // TODO Auto-generated method stub,0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
(non-Javadoc),0
 (non-Javadoc),0
 (non-javadoc),0
 (non-Javadoc),0
 (non-javadoc),0
(non-Javadoc),0
			// TODO Auto-generated catch block,0
			// TODO Auto-generated catch block,0
(non-Javadoc),0
(non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
     * (non-Javadoc),0
	 * (non-Javadoc),0
	 * (non-Javadoc),0
(non-Javadoc),0
    /* (non-Javadoc),0
    /* (non-Javadoc),0
(non-Javadoc),0
		// TODO Auto-generated method stub,0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
	/* (non-Javadoc),0
// TODO Auto-generated method stub,0
    /* (non-Javadoc),0
    /* (non-Javadoc),0
    /* (non-Javadoc),0
//		fExpandInMakefile = TRUE.equals(element.getAttribute(EXPAND_ENVIRONMENT_MACROS));,0
"/*	public boolean isExpanded(){
		return fExpandInMakefile;
	}
*/",0
"/*	public void setExpanded(boolean expand){
		if(fExpandInMakefile != expand){
			fExpandInMakefile = expand;
			fIsDirty = true;
			//should we set the change state here?
			fIsChanged = true;
		}
	}
*/",0
	//	setTitleImage( CDebugImages.get( CDebugImages.IMG_WIZBAN_REGISTER_GROUP ) );,0
		//		ProjectionAnnotationModel model= (ProjectionAnnotationModel) getAdapter(ProjectionAnnotationModel.class);,0
					//if (! (Character.isLetterOrDigit(c) || c == '.' || c == '_')) {,0
"//addAction(menu, ITextEditorActionConstants.GROUP_EDIT, ""OpenDeclarationAction"");",0
"		// configMap.put(config.getBuildConfiguration(), config);",0
"// parclass ExampleClass {
    // };",0
"// parclass Table {
    //    void sort([in, out, size=n] int *data, int n);
    // };",0
"//    parclass Bird {
    //    	public:
    //    		Bird(float P) @{ od.power(P);
    //    		od.memory(100,60);
    //    		od.protocol(""socket http""); };
    //    };",0
    // int a();,0
"    // sizeof(int, 1);",0
"    // sizeof(int, 2, 2);",0
	// int a;,0
//	private GenerateHashCodeEqualsAction fHashCodeEquals;,0
//	private OverrideMethodsAction fOverrideMethods;,0
//	private AddDelegateMethodsAction fAddDelegateMethods;,0
//	private AddUnimplementedConstructorsAction fAddUnimplementedConstructors;,0
//	private GenerateNewConstructorUsingFieldsAction fGenerateConstructorUsingFields;,0
//	private AddJavaDocStubAction fAddCppDocStub;,0
//	private ExternalizeStringsAction fExternalizeStrings;,0
//	private CleanUpAction fCleanUp;,0
//	private SortMembersAction fSortMembers;,0
//	private CopyQualifiedNameAction fCopyQualifiedNameAction;,0
//		fSortMembers= new SortMembersAction(editor);,0
